created_at,full_text,Sentiment,cleaning,case_folding,normalisasi,kata_baku,kata_tidak_baku,kata_tidak_baku_hash,tokenize,stopword_removal,stemming
2022-09-11T04:17:47.000Z,puan bisa menang dengan mudah kawan,Negatif,puan bisa menang dengan mudah kawan,puan bisa menang dengan mudah kawan,puan bisa menang dengan mudah kawan,[],[],[],"['puan', 'bisa', 'menang', 'dengan', 'mudah', 'kawan']",menang mudah kawan,menang mudah kawan
2022-09-11T04:17:39.000Z,😂 tentu kendali penuh ada di developer nya😏,Negatif,tentu kendali penuh ada di developer nya,tentu kendali penuh ada di developer nya,tentu kendali penuh ada di developer ya,['ya'],['nya'],[1299325212670585337],"['tentu', 'kendali', 'penuh', 'ada', 'di', 'developer', 'ya']",kendali penuh developer,kendali penuh developer
2022-09-11T04:17:37.000Z,"data bocor
.
.",Negatif,data bocor,data bocor,data bocor,[],[],[],"['data', 'bocor']",data bocor,data bocor
2022-09-11T04:15:42.000Z,amerika negara maju aja manual😂,Negatif,amerika negara maju aja manual,amerika negara maju aja manual,amerika negara maju saja manual,['saja'],['aja'],[4947893755461839197],"['amerika', 'negara', 'maju', 'saja', 'manual']",amerika negara maju manual,amerika negara maju manual
2022-09-11T04:13:50.000Z,waduh.....heker laku keras tuuuuu😂😂😂😂😂,Negatif,waduh heker laku keras tuuuuu,waduh heker laku keras tuuuuu,waduh heker laku keras tuuuuu,[],[],[],"['waduh', 'heker', 'laku', 'keras', 'tuuuuu']",heker laku keras tuuuuu,heker laku keras tuuuuu
2022-09-11T04:12:35.000Z,bagaimana cara menurunkan presiden via digital 😂,Negatif,bagaimana cara menurunkan presiden via digital,bagaimana cara menurunkan presiden via digital,bagaimana cara menurunkan presiden via digital,[],[],[],"['bagaimana', 'cara', 'menurunkan', 'presiden', 'via', 'digital']",menurunkan presiden via digital,turun presiden via digital
2022-09-11T04:11:41.000Z,selagi berkuasa bebas mengatur biar jangan sampai kalah...,Negatif,selagi berkuasa bebas mengatur biar jangan sampai kalah,selagi berkuasa bebas mengatur biar jangan sampai kalah,selagi berkuasa bebas mengatur biar jangan sampai kalah,[],[],[],"['selagi', 'berkuasa', 'bebas', 'mengatur', 'biar', 'jangan', 'sampai', 'kalah']",selagi berkuasa bebas mengatur biar kalah,selagi kuasa bebas atur biar kalah
2022-09-11T04:11:35.000Z,mudah bngt dijadiin suara milik mereka semua,Negatif,mudah bngt dijadiin suara milik mereka semua,mudah bngt dijadiin suara milik mereka semua,mudah banget dijadikan suara milik mereka semua,"['banget', 'dijadikan']","['bngt', 'dijadiin']","[8305115177386360410, -6715778536474007223]","['mudah', 'banget', 'dijadikan', 'suara', 'milik', 'mereka', 'semua']",mudah banget dijadikan suara milik,mudah banget jadi suara milik
2022-09-11T04:08:52.000Z,tiba tiba langsunh pelantikan 😂😂😂😂,Positif,tiba tiba langsunh pelantikan,tiba tiba langsunh pelantikan,tiba tiba langsunh pelantikan,[],[],[],"['tiba', 'tiba', 'langsunh', 'pelantikan']",langsunh pelantikan,langsunh lantik
2022-09-11T04:06:18.000Z,kta hemat mkin mikis ya ngara ? keamanan data aj mkin gmpng😂,Negatif,kta hemat mkin mikis ya ngara keamanan data aj mkin gmpng,kta hemat mkin mikis ya ngara keamanan data aj mkin gmpng,kita hemat makin mikis ya ngara keamanan data saja makin gmpng,"['kita', 'makin', 'saja', 'makin']","['kta', 'mkin', 'aj', 'mkin']","[-1062509880210457093, 8551642265605135332, 5040236442138878747, 8551642265605135332]","['kita', 'hemat', 'makin', 'mikis', 'ya', 'ngara', 'keamanan', 'data', 'saja', 'makin', 'gmpng']",hemat mikis ngara keamanan data gmpng,hemat mik ngara aman data gmpng
2022-09-11T04:05:17.000Z,😂😂😂...presiden terkacau di dunia 😂😂,Negatif,presiden terkacau di dunia,presiden terkacau di dunia,presiden terkacau di dunia,[],[],[],"['presiden', 'terkacau', 'di', 'dunia']",presiden terkacau dunia,presiden kacau dunia
2022-09-11T04:05:01.000Z,"😂😂😂😂
sudah dipastikan siapa yg menang sebelum pemilu",Negatif,sudah dipastikan siapa yg menang sebelum pemilu,sudah dipastikan siapa yg menang sebelum pemilu,sudah dipastikan siapa yang menang sebelum pemilu,['yang'],['yg'],[-4203579751553908046],"['sudah', 'dipastikan', 'siapa', 'yang', 'menang', 'sebelum', 'pemilu']",menang pemilu,menang pemilu
2022-09-11T08:18:45.000Z,"kwkwkw kocak kocak udah ketebak, Akun data vaksin mulai beraksi kwkwkw",Positif,kwkwkw kocak kocak udah ketebak Akun data vaksin mulai beraksi kwkwkw,kwkwkw kocak kocak udah ketebak akun data vaksin mulai beraksi kwkwkw,kwkwkw kocak kocak sudah ketebak akun data vaksin mulai beraksi kwkwkw,['sudah'],['udah'],[-3393784963511566665],"['kwkwkw', 'kocak', 'kocak', 'sudah', 'ketebak', 'akun', 'data', 'vaksin', 'mulai', 'beraksi', 'kwkwkw']",kwkwkw kocak kocak ketebak akun data vaksin beraksi kwkwkw,kwkwkw kocak kocak tebak akun data vaksin aksi kwkwkw
2022-09-11T04:02:50.000Z,kardus aja kardus D gembok lgi 😂😂😂😂,Positif,kardus aja kardus D gembok lgi,kardus aja kardus d gembok lgi,kardus saja kardus di gembok lagi,"['saja', 'di', 'lagi']","['aja', 'd', 'lgi']","[4947893755461839197, 4221246409017875699, 3708396656093419502]","['kardus', 'saja', 'kardus', 'di', 'gembok', 'lagi']",kardus kardus gembok,kardus kardus gembok
2022-09-11T04:02:26.000Z,asli pasukan banteng pasti menang hahah,Positif,asli pasukan banteng pasti menang hahah,asli pasukan banteng pasti menang hahah,asli pasukan banteng pasti menang hahah,[],[],[],"['asli', 'pasukan', 'banteng', 'pasti', 'menang', 'hahah']",asli pasukan banteng menang hahah,asli pasu banteng menang hahah
2022-09-11T04:01:49.000Z,"gibran langsung jadi presiden, aku fake 25 jt org di borong gibran😁😂",Negatif,gibran langsung jadi presiden aku fake jt org di borong gibran,gibran langsung jadi presiden aku fake jt org di borong gibran,gibran langsung jadi presiden aku fake juta orang di borong gibran,"['juta', 'orang']","['jt', 'org']","[1692896096575395608, 7287016188081360592]","['gibran', 'langsung', 'jadi', 'presiden', 'aku', 'fake', 'juta', 'orang', 'di', 'borong', 'gibran']",gibran langsung presiden fake juta orang borong gibran,gibran langsung presiden fake juta orang borong gibran
2022-09-11T04:01:41.000Z,yg offline aja bisa dimanipulasi apalagi yg onlen hahaha,Negatif,yg offline aja bisa dimanipulasi apalagi yg onlen hahaha,yg offline aja bisa dimanipulasi apalagi yg onlen hahaha,yang offline saja bisa dimanipulasi apalagi yang onlen hahaha,"['yang', 'saja', 'yang']","['yg', 'aja', 'yg']","[-4203579751553908046, 4947893755461839197, -4203579751553908046]","['yang', 'offline', 'saja', 'bisa', 'dimanipulasi', 'apalagi', 'yang', 'onlen', 'hahaha']",offline dimanipulasi onlen hahaha,offline manipulasi onlen hahaha
2022-09-11T03:56:55.000Z,tidak semudah itu fergusoo😂,Negatif,tidak semudah itu fergusoo,tidak semudah itu fergusoo,tidak semudah itu fergusoo,[],[],[],"['tidak', 'semudah', 'itu', 'fergusoo']",semudah fergusoo,mudah fergusoo
2022-09-11T03:54:35.000Z,dari dulu pemilu gx ada yang online cuma lazada dan Shoppi,Positif,dari dulu pemilu gx ada yang online cuma lazada dan Shoppi,dari dulu pemilu gx ada yang online cuma lazada dan shoppi,dari dulu pemilu tidak ada yang online cuma lazada dan shoppi,['tidak'],['gx'],[2994842028822834882],"['dari', 'dulu', 'pemilu', 'tidak', 'ada', 'yang', 'online', 'cuma', 'lazada', 'dan', 'shoppi']",pemilu online lazada shoppi,pemilu online lazada shoppi
2022-09-11T03:54:34.000Z,sakit bener,Positif,sakit bener,sakit bener,sakit benar,['benar'],['bener'],[8046815053335798492],"['sakit', 'benar']",sakit,sakit
2022-09-11T03:54:00.000Z,anggaran dana nya sudah habis unyuk haji dan tunjsngan dpr🥰😁😂😂,Positif,anggaran dana nya sudah habis unyuk haji dan tunjsngan dpr,anggaran dana nya sudah habis unyuk haji dan tunjsngan dpr,anggaran dana ya sudah habis unyuk haji dan tunjsngan dpr,['ya'],['nya'],[1299325212670585337],"['anggaran', 'dana', 'ya', 'sudah', 'habis', 'unyuk', 'haji', 'dan', 'tunjsngan', 'dpr']",anggaran dana habis unyuk haji tunjsngan dpr,anggar dana habis unyuk haji tunjsngan dpr
2022-09-11T03:51:18.000Z,maka angkat lah bjorka sama opposite jadi ketua kpu online 🥰,Positif,maka angkat lah bjorka sama opposite jadi ketua kpu online,maka angkat lah bjorka sama opposite jadi ketua kpu online,maka angkat lah bjorka sama opposite jadi ketua kpu online,[],[],[],"['maka', 'angkat', 'lah', 'bjorka', 'sama', 'opposite', 'jadi', 'ketua', 'kpu', 'online']",angkat bjorka opposite ketua kpu online,angkat bjorka opposite ketua kpu online
2022-09-11T03:42:33.000Z,sudah ku duga 😂,Positif,sudah ku duga,sudah ku duga,sudah ku duga,[],[],[],"['sudah', 'ku', 'duga']",ku duga,ku duga
2022-09-11T03:42:18.000Z,ngelawak atuhh😅,Negatif,ngelawak atuhh,ngelawak atuhh,melawak atuh,"['melawak', 'atuh']","['ngelawak', 'atuhh']","[-2550615477111221199, 4445046872837504815]","['melawak', 'atuh']",melawak atuh,lawak atuh
2022-09-11T03:41:30.000Z,hnya ini satu satu nya cara untuk di mnangkn KPU LGI.,Positif,hnya ini satu satu nya cara untuk di mnangkn KPU LGI,hnya ini satu satu nya cara untuk di mnangkn kpu lgi,hanya ini satu satu ya cara untuk di mnangkn kpu lagi,"['hanya', 'ya', 'lagi']","['hnya', 'nya', 'lgi']","[-7156772806559339173, 1299325212670585337, 3708396656093419502]","['hanya', 'ini', 'satu', 'satu', 'ya', 'cara', 'untuk', 'di', 'mnangkn', 'kpu', 'lagi']",mnangkn kpu,mnangkn kpu
2022-09-11T03:36:51.000Z,huh langsung buzzer. bikin akun. orang nya 1 akun nya 1000.,Negatif,huh langsung buzzer bikin akun orang nya akun nya,huh langsung buzzer bikin akun orang nya akun nya,huh langsung buzzer bikin akun orang ya akun ya,"['ya', 'ya']","['nya', 'nya']","[1299325212670585337, 1299325212670585337]","['huh', 'langsung', 'buzzer', 'bikin', 'akun', 'orang', 'ya', 'akun', 'ya']",huh langsung buzzer bikin akun orang akun,huh langsung buzzer bikin akun orang akun
2022-09-11T03:36:41.000Z,Sasaran empuk hacker,Negatif,Sasaran empuk hacker,sasaran empuk hacker,sasaran empuk hacker,[],[],[],"['sasaran', 'empuk', 'hacker']",sasaran empuk hacker,sasar empuk hacker
2022-09-11T03:33:26.000Z,"😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
sukak"" mu laaaahhhhhhhhhhhh",Negatif,sukak mu laaaahhhhhhhhhhhh,sukak mu laaaahhhhhhhhhhhh,suka mu laaaahhhhhhhhhhhh,['suka'],['sukak'],[3371975463658782542],"['suka', 'mu', 'laaaahhhhhhhhhhhh']",suka mu laaaahhhhhhhhhhhh,suka mu laaaahhhhhhhhhhhh
2022-09-11T03:32:23.000Z,"anggap semua pemilih nya original, tapi Databasenya jadi CSV 😁",Negatif,anggap semua pemilih nya original tapi Databasenya jadi CSV,anggap semua pemilih nya original tapi databasenya jadi csv,anggap semua pemilih ya original tapi databasenya jadi csv,['ya'],['nya'],[1299325212670585337],"['anggap', 'semua', 'pemilih', 'ya', 'original', 'tapi', 'databasenya', 'jadi', 'csv']",anggap pemilih original databasenya csv,anggap pilih original databasenya csv
2022-09-11T03:29:37.000Z,biar irit stop IKN,Positif,biar irit stop IKN,biar irit stop ikn,biar irit stop ikn,[],[],[],"['biar', 'irit', 'stop', 'ikn']",biar irit stop ikn,biar irit stop ikn
2022-09-11T03:27:43.000Z,"#bjorka yg jadi kpu nya ,joss",Negatif,yg jadi kpu nya joss,yg jadi kpu nya joss,yang jadi kpu ya joss,"['yang', 'ya']","['yg', 'nya']","[-4203579751553908046, 1299325212670585337]","['yang', 'jadi', 'kpu', 'ya', 'joss']",kpu joss,kpu joss
2022-09-11T03:27:33.000Z,"BJORKA,KM TAU TUGASMU SELANJUTNYA..!",Negatif,BJORKA KM TAU TUGASMU SELANJUTNYA,bjorka km tau tugasmu selanjutnya,bjorka kamu tau tugasmu selanjutnya,['kamu'],['km'],[4055545959023870143],"['bjorka', 'kamu', 'tau', 'tugasmu', 'selanjutnya']",bjorka tau tugasmu,bjorka tau tugas
2022-09-11T03:25:25.000Z,sedang mencari cara 😂,Positif,sedang mencari cara,sedang mencari cara,sedang mencari cara,[],[],[],"['sedang', 'mencari', 'cara']",mencari,cari
2022-09-11T03:24:30.000Z,ga setuju bnget gua,Negatif,ga setuju bnget gua,ga setuju bnget gua,tidak setuju banget gua,"['tidak', 'banget']","['ga', 'bnget']","[5723355088733332426, 105905331557706565]","['tidak', 'setuju', 'banget', 'gua']",setuju banget,tuju banget
2022-09-11T03:23:50.000Z,pemilu online😂😂😂😂😂😂😂😂😂,Positif,pemilu online,pemilu online,pemilu online,[],[],[],"['pemilu', 'online']",pemilu online,pemilu online
2022-09-11T03:23:29.000Z,sudah terbaca jalan cerita do negeri konoha,Positif,sudah terbaca jalan cerita do negeri konoha,sudah terbaca jalan cerita do negeri konoha,sudah terbaca jalan cerita di negeri konoha,['di'],['do'],[6865904054424558883],"['sudah', 'terbaca', 'jalan', 'cerita', 'di', 'negeri', 'konoha']",terbaca jalan cerita negeri konoha,baca jalan cerita negeri konoha
2022-09-11T03:21:50.000Z,"yg udah juga udah ,cepet bisa d ubah klw digital.😏",Positif,yg udah juga udah cepet bisa d ubah klw digital,yg udah juga udah cepet bisa d ubah klw digital,yang sudah juga sudah cepat bisa di ubah kalau digital,"['yang', 'sudah', 'sudah', 'cepat', 'di', 'kalau']","['yg', 'udah', 'udah', 'cepet', 'd', 'klw']","[-4203579751553908046, -3393784963511566665, -3393784963511566665, 6687276261098778275, 4221246409017875699, -8935560130491047986]","['yang', 'sudah', 'juga', 'sudah', 'cepat', 'bisa', 'di', 'ubah', 'kalau', 'digital']",cepat ubah digital,cepat ubah digital
2022-09-11T03:21:24.000Z,ga salah byorka nge hack.... takutnya datanya buat ginian..,Negatif,ga salah byorka nge hack takutnya datanya buat ginian,ga salah byorka nge hack takutnya datanya buat ginian,tidak salah byorka nge hack takutnya datanya buat beginian,"['tidak', 'beginian']","['ga', 'ginian']","[5723355088733332426, 3885098144611771516]","['tidak', 'salah', 'byorka', 'nge', 'hack', 'takutnya', 'datanya', 'buat', 'beginian']",salah byorka nge hack takutnya datanya,salah byorka nge hack takut data
2022-09-11T03:19:21.000Z,cm ada di konoha,Positif,cm ada di konoha,cm ada di konoha,cuma ada di konoha,['cuma'],['cm'],[-2060035208542402651],"['cuma', 'ada', 'di', 'konoha']",konoha,konoha
2022-09-11T03:19:22.000Z,skip digital,Negatif,skip digital,skip digital,skip digital,[],[],[],"['skip', 'digital']",skip digital,skip digital
2022-09-11T03:16:53.000Z,"wowww
jange",Negatif,wowww jange,wowww jange,wow jange,['wow'],['wowww'],[-8487068622372397495],"['wow', 'jange']",wow jange,wow jange
2022-09-11T03:16:52.000Z,udah ketebak tujuannya😅😅,Positif,udah ketebak tujuannya,udah ketebak tujuannya,sudah ketebak tujuannya,['sudah'],['udah'],[-3393784963511566665],"['sudah', 'ketebak', 'tujuannya']",ketebak tujuannya,tebak tuju
2022-09-11T03:15:27.000Z,setelah data kependudukan diretas apa ia masih jurdil...,Negatif,setelah data kependudukan diretas apa ia masih jurdil,setelah data kependudukan diretas apa ia masih jurdil,setelah data kependudukan diretas apa ia masih jurdil,[],[],[],"['setelah', 'data', 'kependudukan', 'diretas', 'apa', 'ia', 'masih', 'jurdil']",data kependudukan diretas jurdil,data duduk retas jurdil
2022-09-11T03:14:47.000Z,"waduh auto Menag lagi dong😂
soo data bocor yg beli pasti si doi😂😂",Negatif,waduh auto Menag lagi dong soo data bocor yg beli pasti si doi,waduh auto menag lagi dong soo data bocor yg beli pasti si doi,waduh auto menag lagi dong soo data bocor yang beli pasti sih doi,"['yang', 'sih']","['yg', 'si']","[-4203579751553908046, 4780869782332369313]","['waduh', 'auto', 'menag', 'lagi', 'dong', 'soo', 'data', 'bocor', 'yang', 'beli', 'pasti', 'sih', 'doi']",menag soo data bocor beli doi,menag soo data bocor beli doi
2022-09-11T03:12:14.000Z,apa menjamin ke sah anbsuaranya klu memang data data warga Indonesia SDH ada 😂,Negatif,apa menjamin ke sah anbsuaranya klu memang data data warga Indonesia SDH ada,apa menjamin ke sah anbsuaranya klu memang data data warga indonesia sdh ada,apa menjamin ke sah anbsuaranya kalau memang data data warga indonesia sudah ada,"['kalau', 'sudah']","['klu', 'sdh']","[663028177383196797, -1189834226085990113]","['apa', 'menjamin', 'ke', 'sah', 'anbsuaranya', 'kalau', 'memang', 'data', 'data', 'warga', 'indonesia', 'sudah', 'ada']",menjamin sah anbsuaranya data data warga indonesia,jamin sah anbsuaranya data data warga indonesia
2022-09-11T03:09:23.000Z,😁 WAKTUNYA MAKAN INDONESIAKU 😁,Positif,WAKTUNYA MAKAN INDONESIAKU,waktunya makan indonesiaku,waktunya makan indonesiaku,[],[],[],"['waktunya', 'makan', 'indonesiaku']",makan indonesiaku,makan indonesia
2022-09-11T03:09:23.000Z,makin lucu ajh konoha,Positif,makin lucu ajh konoha,makin lucu ajh konoha,makin lucu saja konoha,['saja'],['ajh'],[-2036863874629237532],"['makin', 'lucu', 'saja', 'konoha']",lucu konoha,lucu konoha
2022-09-11T03:09:06.000Z,di acak2 lgi sama bjorka wkwk,Negatif,di acak lgi sama bjorka wkwk,di acak lgi sama bjorka wkwk,di acak lagi sama bjorka wkwk,['lagi'],['lgi'],[3708396656093419502],"['di', 'acak', 'lagi', 'sama', 'bjorka', 'wkwk']",acak bjorka,acak bjorka
2022-09-11T03:08:59.000Z,warga indonesia udahh pada pinter2 pak,Negatif,warga indonesia udahh pada pinter pak,warga indonesia udahh pada pinter pak,warga indonesia sudah pada pintar pak,"['sudah', 'pintar']","['udahh', 'pinter']","[871563890051328430, 2886376540360969036]","['warga', 'indonesia', 'sudah', 'pada', 'pintar', 'pak']",warga indonesia pintar,warga indonesia pintar
2022-09-11T03:07:06.000Z,setuju aja...dan otomatis banteng menang lagi😅😅😅,Positif,setuju aja dan otomatis banteng menang lagi,setuju aja dan otomatis banteng menang lagi,setuju saja dan otomatis banteng menang lagi,['saja'],['aja'],[4947893755461839197],"['setuju', 'saja', 'dan', 'otomatis', 'banteng', 'menang', 'lagi']",setuju otomatis banteng menang,tuju otomatis banteng menang
2022-09-11T03:06:53.000Z,banteng psti menang😁,Positif,banteng psti menang,banteng psti menang,banteng pasti menang,['pasti'],['psti'],[-8781864697900462901],"['banteng', 'pasti', 'menang']",banteng menang,banteng menang
2022-09-11T02:58:24.000Z,udh d rencanakan banteng,Positif,udh d rencanakan banteng,udh d rencanakan banteng,sudah di rencanakan banteng,"['sudah', 'di']","['udh', 'd']","[348838239698359712, 4221246409017875699]","['sudah', 'di', 'rencanakan', 'banteng']",rencanakan banteng,rencana banteng
2022-09-11T06:43:41.000Z,sdh ku duga😅,Positif,sdh ku duga,sdh ku duga,sudah ku duga,['sudah'],['sdh'],[-1189834226085990113],"['sudah', 'ku', 'duga']",ku duga,ku duga
2022-09-11T02:56:59.000Z,"yg PK kertas SJ bs d mainkn,apalgi yg PK digital",Negatif,yg PK kertas SJ bs d mainkn apalgi yg PK digital,yg pk kertas sj bs d mainkn apalgi yg pk digital,yang pakai kertas saja bisa di mainkn apalagi yang pakai digital,"['yang', 'pakai', 'saja', 'bisa', 'di', 'apalagi', 'yang', 'pakai']","['yg', 'pk', 'sj', 'bs', 'd', 'apalgi', 'yg', 'pk']","[-4203579751553908046, 7357977164265808168, -8718415050208473545, -7334396332461455649, 4221246409017875699, 6266473172616250632, -4203579751553908046, 7357977164265808168]","['yang', 'pakai', 'kertas', 'saja', 'bisa', 'di', 'mainkn', 'apalagi', 'yang', 'pakai', 'digital']",pakai kertas mainkn pakai digital,pakai kertas mainkn pakai digital
